Time'QW   0'DW  10'DW  11'DW  12'DW  13'DW  14'DW  15'DW  16'DW  17'DW  90'DW  91'DW  92'DW 163'DW 165'DW 166'
 8: 5:37, 27'E105'+01223'+01804'+02040'+07819'+07642'+00000'+00004'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8: 5:37,267'E505'+01173'+01804'+02092'+07819'+07642'+00000'+00003'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8: 5:37,523'E505'+01124'+01804'+02130'+07819'+07642'+00000'+00002'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8: 5:37,763'E505'+01073'+01804'+02161'+07819'+07642'+00000'+00001'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8: 5:38, 33'E505'+01024'+01804'+02181'+07819'+07642'+00000'+00001'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8: 5:38,304'E505'+00972'+01804'+02200'+07821'+07642'+00000'+00001'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8: 5:38,589'E505'+00913'+01804'+02214'+07821'+07642'+00000'+00001'+00491'-32768'+00000'-32768'-00008'+01020'+00850'
 8: 5:38,844'E505'+00860'+01804'+02223'+07821'+07644'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00300'
 8: 5:39, 85'E505'+00809'+01804'+02230'+07821'+07642'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00300'
 8: 5:39,355'E505'+00762'+01804'+02235'+07819'+07644'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00300'
 8: 5:39,626'E505'+00709'+01804'+02238'+07819'+07642'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00350'
 8: 5:39,881'E505'+00650'+01804'+02243'+07819'+07642'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00350'
 8: 5:40,136'E505'+00603'+01804'+02243'+07819'+07644'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00350'
 8: 5:40,377'E505'+00551'+01804'+02246'+07819'+07644'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00350'
 8: 5:40,632'E505'+00503'+01804'+02246'+07819'+07642'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00350'
 8: 5:40,887'E505'+00455'+01804'+02248'+07819'+07644'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+00350'
 8: 5:41,158'E545'+00401'+01804'+02248'+07819'+07644'+00000'+00000'+00491'-32768'+00000'-32768'-00008'+01020'+01000'
 8: 5:41,413'E545'+00349'+01692'+02226'+07819'+07642'+00000'+00017'+00491'-32768'+00000'-32768'-00008'+01020'+01000'
 8: 5:41,684'E541'+00297'+01495'+02162'+07819'+07642'+00000'+00014'+00491'-32768'+00000'-32768'-00008'+00500'+01000'
 8: 5:41,954'E541'+00227'+01296'+02067'+07819'+07642'+00000'+00008'+00493'-32768'+00000'-32768'-00008'+00500'+01000'
 8: 5:42,209'E541'+00187'+01087'+01945'+07819'+07644'+00000'+00006'+00493'-32768'+00000'-32768'-00008'+00500'+01000'
 8: 5:42,450'E541'+00164'+00917'+01833'+07819'+07642'+00000'+00006'+00493'-32768'+00000'-32768'-00008'+00500'+01000'
 8: 5:42,705'E541'+00130'+00733'+01707'+07819'+07644'+00000'+00005'+00493'-32768'+00000'-32768'-00008'+00500'+01000'
 8: 5:43,  5'E541'+00097'+00528'+01566'+07819'+07642'+00000'+00005'+00493'-32768'+00000'-32768'-00008'+00500'+00795'
 8: 5:43,291'E541'+00062'+00335'+01421'+07817'+07642'+00000'+00004'+00493'-32768'+00000'-32768'-00008'+00500'+00565'
 8: 5:43,546'E550'+00032'+00204'+01296'+07817'+07644'+00000'+00003'+00493'-32768'+00000'-32768'-00008'+00000'+00408'
 8: 5:43,817'E450'+00018'+00101'+01180'+07817'+07642'+00000'+00002'+00493'-32768'+00000'-32768'-00008'+00000'+00285'
 8: 5:44, 87'E410'+00018'+00034'+01086'+07817'+07644'+00000'+00002'+00493'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:44,357'E010'+00018'+00000'+00997'+07497'+07391'+00000'+00001'+00493'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:44,643'E010'+00018'+00000'+00929'+06824'+06755'+00000'+00001'+00493'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:44,913'E010'+00018'+00000'+00880'+05937'+05933'+00000'+00000'+00493'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:45,184'E010'+00018'+00000'+00838'+04776'+04824'+00000'+00000'+00493'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:45,469'E010'+00018'+00000'+00806'+03664'+03741'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:45,724'E010'+00018'+00000'+00784'+02588'+02690'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:45,995'E010'+00018'+00000'+00766'+01505'+01623'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:46,235'E010'+00018'+00000'+00752'+00518'+00624'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:46,505'E010'+00018'+00000'+00744'+00000'+00149'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:46,761'E010'+00018'+00000'+00737'+00000'+00038'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:47, 46'E010'+00018'+00000'+00732'+00000'+00028'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:47,317'E010'+00018'+00000'+00727'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:47,557'E010'+00018'+00000'+00725'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:47,812'E010'+00018'+00000'+00722'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:48, 53'F019'+00018'+00000'+00720'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8: 5:48,293'F519'+00018'+00000'+00720'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8: 5:48,563'F519'+00025'+00000'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8: 5:48,819'F519'+00090'+00000'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8: 5:49, 59'F519'+00194'+00000'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8: 5:49,299'F519'+00274'+00000'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8: 5:49,570'F519'+00356'+00000'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8: 5:49,810'F519'+00438'+00000'+00717'+00000'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8: 5:50, 66'F519'+00499'+00000'+00717'+00000'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8: 5:50,336'F519'+00567'+00000'+00717'+00000'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8: 5:50,576'F519'+00634'+00000'+00717'+00106'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8: 5:50,847'E510'+00697'+00000'+00717'+00837'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:51,117'E010'+00761'+00000'+00715'+03186'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:51,387'E010'+00789'+00000'+00715'+05398'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 5:51,643'F01A'+00797'+00000'+00715'+07197'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8: 5:51,913'F51A'+00797'+00000'+00715'+07620'+00017'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8: 5:52,184'F51A'+00817'+00000'+00713'+07789'+00046'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8: 5:52,424'F51A'+00872'+00001'+00712'+07814'+00427'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8: 5:52,709'F51A'+00904'+00004'+00715'+07817'+02547'+00000'+00000'+00493'-32768'+00000'-32768'-00008'+00600'+00600'
 8: 5:52,965'F51A'+00920'+00004'+00717'+07817'+05322'+00000'+00000'+00493'-32768'+00000'-32768'-00008'+00600'+00600'
 8: 5:53,205'F53A'+00938'-00005'+00720'+07817'+07215'+00000'+00000'+00552'-32768'+00000'-32768'-00008'+00200'+00200'
 8: 5:53,475'F53A'+00946'-00018'+00720'+07817'+07595'+00000'+00000'+00869'-32768'+00000'-32768'-00008'+00200'+00200'
 8: 5:53,746'F53A'+00948'-00022'+00722'+07817'+07636'+00000'+00000'+01146'-32768'+00000'-32768'-00008'+00200'+00200'
 8: 5:54,  1'F53A'+00944'-00011'+00726'+07819'+07642'+00000'+00000'+01309'-32768'+00000'-32768'-00008'+00200'+00200'
 8: 5:54,287'F53A'+00944'-00010'+00731'+07817'+07642'+00000'+00000'+01375'-32768'+00000'-32768'-00008'+00200'+00200'
 8: 5:54,572'F53A'+00944'-00009'+00735'+07817'+07642'+00000'+00000'+01440'-32768'+00000'-32768'-00008'+00200'+00200'
 8: 5:54,842'F53A'+00944'-00010'+00739'+07817'+07642'+00000'+00000'+01486'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:55,113'F53A'+00947'-00010'+00743'+07817'+07642'+00000'+00000'+01486'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:55,368'F53A'+00948'-00012'+00747'+07817'+07642'+00000'+00000'+01486'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:55,639'F53A'+00948'-00013'+00749'+07819'+07642'+00000'+00000'+01486'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:55,894'F53A'+00948'-00014'+00750'+07819'+07642'+00000'+00000'+01487'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:56,194'F53A'+00948'-00014'+00751'+07817'+07642'+00000'+00000'+01489'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:56,480'F53A'+00948'-00013'+00754'+07817'+07642'+00000'+00000'+01490'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:56,765'F53A'+00948'-00013'+00754'+07817'+07642'+00000'+00000'+01492'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:57, 21'F53A'+00948'-00014'+00756'+07817'+07642'+00000'+00000'+01493'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:57,306'F53A'+00948'-00014'+00756'+07817'+07642'+00000'+00000'+01494'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:57,576'F53A'+00948'-00014'+00756'+07817'+07642'+00000'+00000'+01495'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:57,832'F53A'+00948'-00015'+00758'+07817'+07642'+00000'+00000'+01497'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:58,102'F53A'+00948'-00016'+00757'+07817'+07642'+00000'+00000'+01498'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:58,373'F53A'+00949'-00017'+00759'+07817'+07642'+00000'+00000'+01503'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 5:58,628'F53A'+00950'-00024'+00759'+07819'+07642'+00006'+00000'+01504'+01892'+00000'+00864'-00008'+00463'+00463'
 8: 5:58,898'F53A'+00952'-00031'+00756'+07817'+07642'+00008'+00000'+01504'+01892'+00000'+01088'-00008'+00463'+00463'
 8: 5:59,199'F53A'+00955'-00035'+00755'+07817'+07642'+00010'+00000'+01504'+01892'+00000'+01104'-00008'+00463'+00463'
 8: 5:59,469'F53A'+00957'-00039'+00754'+07817'+07642'+00016'+00000'+01505'+01892'+00000'+01344'-00008'+00463'+00463'
 8: 5:59,724'F53A'+00959'-00041'+00751'+07817'+07642'+00022'+00000'+01506'+01892'+00000'+01368'-00008'+00463'+00463'
 8: 5:59,995'F53A'+00960'-00042'+00751'+07817'+07642'+00028'+00000'+01507'+01892'+00000'+01392'-00008'+00463'+00463'
 8: 6: 0,235'F53A'+00962'-00043'+00750'+07819'+07644'+00033'+00000'+01508'+01892'+00000'+01602'-00008'+00463'+00463'
 8: 6: 0,521'F53A'+00964'-00046'+00750'+07819'+07642'+00039'+00001'+01510'+01892'+00000'+01614'-00008'+00463'+00463'
 8: 6: 0,791'F53A'+00966'-00049'+00749'+07817'+07642'+00047'+00001'+01511'+01892'+00000'+01630'-00008'+00463'+00463'
 8: 6: 1, 46'F53A'+00967'-00051'+00749'+07817'+07642'+00053'+00001'+01513'+01892'+00000'+01642'-00008'+00463'+00463'
 8: 6: 1,287'F53A'+00969'-00052'+00749'+07817'+07642'+00059'+00001'+01514'+01892'+00000'+01654'-00008'+00463'+00463'
 8: 6: 1,557'F53A'+00971'-00052'+00749'+07819'+07642'+00064'+00001'+01515'+01892'+00000'+01856'-00008'+00463'+00463'
 8: 6: 1,812'F53A'+00973'-00053'+00747'+07817'+07642'+00069'+00001'+01517'+01892'+00000'+01861'-00008'+00463'+00463'
 8: 6: 2,173'F53A'+00975'-00054'+00747'+07817'+07642'+00078'+00001'+01517'+01892'+00000'+01870'-00008'+00463'+00463'
 8: 6: 2,413'F53A'+00976'-00055'+00747'+07819'+07642'+00085'+00001'+01518'+01892'+00000'+01877'-00008'+00463'+00463'
 8: 6: 2,654'F53A'+00978'-00056'+00747'+07817'+07642'+00093'+00001'+01518'+01892'+00000'+01885'-00008'+00463'+00463'
 8: 6: 2,924'F53A'+00979'-00056'+00748'+07817'+07642'+00100'+00001'+01518'+01892'+00000'+01892'-00008'+00463'+00463'
 8: 6: 3,179'F53A'+00981'-00057'+00749'+07817'+07642'+00108'+00001'+01518'+01892'+00000'+01900'-00008'+00463'+00463'
 8: 6: 3,450'F53A'+00982'-00057'+00749'+07817'+07642'+00115'+00001'+01518'+01892'+00000'+01907'-00008'+00463'+00463'
 8: 6: 3,690'F53A'+00984'-00058'+00749'+07817'+07642'+00125'+00001'+01518'+01872'+00000'+01917'-00008'-00008'-00008'
 8: 6: 3,946'F53A'+00985'-00060'+00751'+07817'+07642'+00129'+00001'+01518'+01872'+00000'+02112'-00008'-00008'-00008'
 8: 6: 4,216'F53A'+00985'-00067'+00751'+07817'+07642'+00128'+00014'+01518'+01872'+00000'+02112'-00008'-00008'-00008'
 8: 6: 4,456'F53A'+00985'-00067'+00751'+07817'+07642'+00128'+00068'+01518'+01872'+00000'+02112'-00008'-00008'-00008'
 8: 6: 4,727'F53A'+00985'-00067'+00754'+07817'+07642'+00128'+00091'+01518'+01872'+00000'+02112'-00001'-00001'-00001'
 8: 6: 5, 12'F53A'+00986'-00068'+00756'+07817'+07642'+00129'+00111'+01518'+01872'+00000'+02112'-00001'-00001'-00001'
 8: 6: 5,267'F53A'+00986'-00067'+00760'+07817'+07642'+00130'+00126'+01518'+01872'+00000'+02113'+00005'+00005'+00005'
 8: 6: 5,538'F53A'+00986'-00068'+00761'+07817'+07642'+00131'+00138'+01518'+01872'+00000'+02113'+00010'+00010'+00010'
 8: 6: 5,793'F53A'+00986'-00068'+00764'+07817'+07642'+00132'+00149'+01518'+01872'+00000'+02114'+00021'+00021'+00021'
 8: 6: 6, 64'F53A'+00986'-00068'+00766'+07817'+07642'+00134'+00158'+01518'+01872'+00000'+02115'+00033'+00033'+00033'
 8: 6: 6,304'F53A'+00986'-00067'+00769'+07817'+07642'+00136'+00167'+01518'+01872'+00000'+02116'+00039'+00039'+00039'
 8: 6: 6,559'F53A'+00986'-00068'+00769'+07817'+07642'+00138'+00174'+01518'+01872'+00000'+02117'+00051'+00051'+00051'
 8: 6: 6,830'F53A'+00987'-00068'+00771'+07817'+07642'+00140'+00181'+01518'+01872'+00000'+02118'+00063'+00063'+00063'
 8: 6: 7,100'F53A'+00987'-00068'+00771'+07817'+07642'+00143'+00188'+01518'+01872'+00000'+02119'+00074'+00074'+00074'
 8: 6: 7,385'F53A'+00987'-00068'+00773'+07817'+07642'+00146'+00194'+01518'+01872'+00000'+02121'+00086'+00080'+00080'
 8: 6: 7,671'F53A'+00987'-00069'+00773'+07819'+07642'+00150'+00200'+01518'+01872'+00000'+02123'+00092'+00092'+00092'
 8: 6: 7,926'F53A'+00988'-00069'+00776'+07817'+07642'+00154'+00205'+01518'+01872'+00000'+02125'+00103'+00103'+00103'
 8: 6: 8,212'F53A'+00988'-00069'+00776'+07817'+07642'+00157'+00210'+01518'+01872'+00000'+02126'+00115'+00115'+00115'
 8: 6: 8,452'F53A'+00988'-00070'+00778'+07817'+07642'+00162'+00214'+01518'+01872'+00000'+02129'+00126'+00126'+00126'
 8: 6: 8,722'F53A'+00988'-00070'+00780'+07817'+07642'+00166'+00218'+01518'+01872'+00000'+02131'+00136'+00131'+00131'
 8: 6: 8,978'F53A'+00989'-00071'+00781'+07817'+07642'+00170'+00221'+01518'+01872'+00000'+02133'+00142'+00142'+00142'
 8: 6: 9,218'F53A'+00989'-00071'+00782'+07817'+07642'+00174'+00224'+01519'+01872'+00000'+02135'+00152'+00152'+00152'
 8: 6: 9,489'F53A'+00990'-00071'+00783'+07817'+07642'+00179'+00227'+01519'+01872'+00000'+02137'+00163'+00163'+00163'
 8: 6: 9,774'F53A'+00990'-00072'+00786'+07817'+07642'+00184'+00230'+01519'+01872'+00000'+02140'+00173'+00173'+00173'
 8: 6:10, 44'F53A'+00990'-00072'+00786'+07817'+07642'+00189'+00233'+01519'+01872'+00000'+02142'+00178'+00178'+00178'
 8: 6:10,285'F53A'+00991'-00072'+00786'+07817'+07642'+00194'+00235'+01519'+01872'+00000'+02145'+00188'+00188'+00188'
 8: 6:10,540'F53A'+00991'-00073'+00786'+07817'+07642'+00199'+00238'+01519'+01872'+00000'+02147'+00198'+00198'+00198'
 8: 6:10,780'F53A'+00992'-00073'+00788'+07817'+07642'+00204'+00240'+01519'+01872'+00000'+02150'+00203'+00203'+00203'
 8: 6:11, 21'F53A'+00992'-00074'+00788'+07817'+07642'+00209'+00241'+01519'+01872'+00000'+02152'+00213'+00213'+00213'
 8: 6:11,291'F53A'+00993'-00075'+00791'+07817'+07642'+00214'+00243'+01519'+01872'+00000'+02155'+00222'+00222'+00222'
 8: 6:11,546'F53A'+00993'-00075'+00791'+07817'+07642'+00219'+00244'+01519'+01872'+00000'+02157'+00227'+00227'+00227'
 8: 6:11,817'F53A'+00994'-00076'+00793'+07817'+07642'+00225'+00246'+01519'+01872'+00000'+02160'+00236'+00236'+00236'
 8: 6:12,493'F53A'+00995'-00076'+00794'+07817'+07642'+00237'+00248'+01519'+01872'+00000'+02166'+00258'+00258'+00258'
 8: 6:12,718'F53A'+00996'-00077'+00795'+07817'+07642'+00241'+00249'+01519'+01872'+00000'+02168'+00262'+00262'+00262'
 8: 6:12,959'F53A'+00997'-00077'+00796'+07817'+07642'+00245'+00249'+01519'+01871'-07342'+02170'+00269'+00269'+00269'
 8: 6:13,229'F53A'+00998'-00077'+00798'+07817'+07642'+00247'+00249'+01519'+01871'-24642'+02171'+00267'+00267'+00267'
 8: 6:13,469'F53A'+00999'-00078'+00798'+07817'+07642'+00250'+00250'+01519'+01871'+28311'+02173'+00265'+00265'+00265'
 8: 6:13,725'F53A'+01000'-00078'+00798'+07817'+07642'+00252'+00250'+01519'+01871'+01572'+02174'+00259'+00259'+00259'
 8: 6:13,995'F53A'+01001'-00078'+00798'+07817'+07642'+00254'+00250'+01519'+01870'-27789'+02175'+00251'+00251'+00251'
 8: 6:14,235'F53A'+01002'-00078'+00798'+07817'+07642'+00255'+00251'+01519'+01870'+25165'+02175'+00245'+00245'+00245'
 8: 6:14,476'F53A'+01002'-00078'+00798'+07817'+07642'+00255'+00251'+01519'+01869'-04720'+02175'+00233'+00233'+00233'
 8: 6:14,731'F53A'+01003'-00078'+00798'+07817'+07642'+00255'+00251'+01519'+01869'-31982'+02175'+00219'+00219'+00219'
 8: 6:15,  1'F53A'+01004'-00078'+00798'+07817'+07642'+00255'+00251'+01519'+01869'+19922'+02175'+00211'+00211'+00211'
 8: 6:15,242'F53A'+01005'-00078'+00798'+07817'+07642'+00254'+00251'+01519'+01868'-03671'+02175'+00195'+00195'+00195'
 8: 6:15,497'F53A'+01006'-00078'+00798'+07817'+07642'+00252'+00251'+01519'+01868'-24118'+02174'+00179'+00179'+00179'
 8: 6:15,768'F53A'+01007'-00078'+00795'+07816'+07644'+00251'+00251'+01519'+01868'-31982'+02173'+00171'+00171'+00171'
 8: 6:16, 53'F53A'+01008'-00077'+00798'+07817'+07642'+00248'+00251'+01519'+01868'+24641'+02172'+00155'+00155'+00155'
 8: 6:16,323'F53A'+01009'-00077'+00796'+07817'+07642'+00246'+00251'+01519'+01868'+18350'+02171'+00140'+00140'+00140'
 8: 6:16,609'F53A'+01010'-00077'+00798'+07816'+07642'+00243'+00251'+01519'+01868'+20971'+02169'+00127'+00127'+00127'
 8: 6:16,879'F53A'+01011'-00077'+00796'+07817'+07642'+00241'+00251'+01519'+01872'+00000'+02168'+00121'+00121'+00121'
 8: 6:17,165'F53A'+01011'-00077'+00798'+07817'+07642'+00239'+00252'+01519'+01872'+00000'+02167'+00125'+00125'+00125'
 8: 6:17,465'F53A'+01012'-00076'+00798'+07817'+07642'+00237'+00252'+01519'+01872'+00000'+02166'+00128'+00128'+00128'
 8: 6:17,735'F53A'+01013'-00076'+00797'+07817'+07642'+00235'+00252'+01519'+01872'+00000'+02165'+00135'+00135'+00135'
 8: 6:17,976'F53A'+01014'-00076'+00795'+07817'+07642'+00234'+00252'+01519'+01872'+00000'+02165'+00138'+00138'+00138'
 8: 6:18,216'F53A'+01014'-00076'+00795'+07817'+07642'+00233'+00252'+01519'+01872'+00000'+02164'+00143'+00143'+00143'
 8: 6:18,486'F53A'+01015'-00076'+00795'+07817'+07642'+00232'+00252'+01519'+01872'+00000'+02164'+00148'+00148'+00148'
 8: 6:18,742'F53A'+01016'-00076'+00795'+07817'+07642'+00231'+00251'+01519'+01872'+00000'+02163'+00151'+00151'+00151'
 8: 6:18,982'F53A'+01016'-00076'+00795'+07817'+07642'+00231'+00252'+01519'+01872'+00000'+02163'+00157'+00157'+00157'
 8: 6:19,238'F53A'+01017'-00076'+00797'+07817'+07642'+00231'+00251'+01519'+01872'+00000'+02163'+00162'+00162'+00162'
 8: 6:19,478'F53A'+01018'-00076'+00796'+07817'+07642'+00231'+00251'+01519'+01872'+00000'+02163'+00165'+00165'+00165'
 8: 6:19,718'F53A'+01019'-00076'+00795'+07817'+07642'+00230'+00251'+01519'+01872'+00000'+02163'+00170'+00170'+00170'
 8: 6:19,989'F53A'+01019'-00076'+00795'+07817'+07642'+00230'+00251'+01519'+01872'+00000'+02163'+00176'+00176'+00176'
 8: 6:20,244'F53A'+01020'-00076'+00795'+07817'+07642'+00231'+00251'+01519'+01872'+00000'+02163'+00179'+00179'+00179'
 8: 6:20,514'F53A'+01021'-00076'+00795'+07817'+07642'+00231'+00251'+01519'+01872'+00000'+02163'+00184'+00184'+00184'
 8: 6:20,785'F53A'+01022'-00076'+00795'+07817'+07642'+00231'+00251'+01519'+01872'+00000'+02163'+00190'+00190'+00190'
 8: 6:21, 25'F53A'+01022'-00076'+00794'+07817'+07642'+00231'+00251'+01519'+01872'+00000'+02163'+00195'+00195'+00195'
 8: 6:21,280'F53A'+01023'-00076'+00795'+07819'+07642'+00231'+00251'+01519'+01872'+00000'+02163'+00198'+00198'+00198'
 8: 6:21,551'F53A'+01024'-00076'+00795'+07817'+07642'+00232'+00251'+01519'+01872'+00000'+02164'+00203'+00203'+00203'
 8: 6:21,821'F53A'+01025'-00076'+00795'+07817'+07642'+00232'+00251'+01519'+01872'+00000'+02164'+00209'+00209'+00209'
 8: 6:22, 47'F53A'+01026'-00076'+00795'+07817'+07642'+00232'+00251'+01519'+01872'+00000'+02164'+00211'+00211'+00211'
 8: 6:22,317'F53A'+01027'-00076'+00795'+07817'+07642'+00233'+00251'+01519'+01872'+00000'+02164'+00216'+00216'+00216'
 8: 6:22,572'F53A'+01028'-00076'+00798'+07817'+07642'+00233'+00251'+01519'+01872'+00000'+02164'+00221'+00221'+00221'
 8: 6:22,813'F53A'+01029'-00076'+00796'+07816'+07642'+00233'+00251'+01519'+01872'+00000'+02164'+00226'+00226'+00226'
 8: 6:23, 53'F53A'+01030'-00076'+00798'+07817'+07642'+00233'+00251'+01519'+01872'+00000'+02164'+00228'+00228'+00228'
 8: 6:23,293'F53A'+01030'-00076'+00795'+07817'+07642'+00234'+00251'+01519'+01872'+00000'+02165'+00233'+00233'+00233'
 8: 6:23,564'F53A'+01031'-00076'+00795'+07817'+07642'+00234'+00251'+01519'+01872'+00000'+02165'+00236'+00236'+00236'
 8: 6:23,819'F53A'+01032'-00076'+00795'+07817'+07642'+00234'+00251'+01519'+01872'+00000'+02165'+00240'+00240'+00240'
 8: 6:24, 59'F53A'+01033'-00076'+00795'+07817'+07642'+00234'+00251'+01519'+01872'+00000'+02165'+00244'+00244'+00244'
 8: 6:24,330'F53A'+01034'-00076'+00795'+07817'+07642'+00234'+00251'+01519'+01872'+00000'+02165'+00249'+00249'+00249'
 8: 6:24,570'F53A'+01035'-00076'+00795'+07817'+07642'+00235'+00251'+01519'+01872'+00000'+02165'+00251'+00251'+00251'
 8: 6:24,826'F53A'+01036'-00076'+00795'+07817'+07642'+00235'+00251'+01519'+01872'+00000'+02165'+00255'+00255'+00255'
 8: 6:25, 66'F53A'+01038'-00076'+00795'+07817'+07642'+00235'+00251'+01519'+01872'+00000'+02165'+00258'+00258'+00258'
 8: 6:25,336'F53A'+01039'-00076'+00794'+07817'+07642'+00235'+00251'+01519'+01872'+00000'+02165'+00260'+00260'+00260'
 8: 6:25,622'F53A'+01040'-00076'+00795'+07817'+07642'+00235'+00251'+01519'+01872'+00000'+02165'+00264'+00264'+00264'
 8: 6:25,862'F53A'+01041'-00076'+00795'+07817'+07642'+00235'+00251'+01519'+01872'+00000'+02165'+00267'+00267'+00267'
 8: 6:26,132'F53A'+01042'-00076'+00795'+07817'+07642'+00235'+00251'+01519'+01872'+00000'+02165'+00271'+00271'+00271'
 8: 6:26,388'F53A'+01043'-00076'+00795'+07817'+07644'+00235'+00251'+01519'+01872'+00000'+02165'+00272'+00272'+00272'
 8: 6:26,628'F53A'+01045'-00076'+00797'+07817'+07642'+00235'+00251'+01519'+01872'+00000'+02165'+00275'+00275'+00275'
 8: 6:26,899'F53A'+01046'-00076'+00795'+07817'+07642'+00234'+00251'+01519'+01872'+00000'+02165'+00278'+00278'+00278'
